user_id,login_time,logout_time,ip_address,country,city,login_status,device_type,failed_attempts
U107,2025-01-26 00:22,2025-01-26 04:06,33.156.15.65,USA,New York,Failed,Mobile,5
U101,2025-01-12 22:08,2025-01-13 00:48,133.94.226.60,Russia,Moscow,Failed,Laptop,6
U128,2025-01-20 14:09,2025-01-20 18:17,147.95.231.44,Nigeria,Lagos,Failed,Laptop,5
U114,2025-01-04 11:32,2025-01-04 16:53,88.23.141.81,Nigeria,Lagos,Failed,Mobile,5
U101,2025-01-14 11:05,2025-01-14 15:04,235.12.15.168,Thailand,Bangkok,Success,Laptop,2
U112,2025-01-06 08:06,2025-01-06 11:31,113.103.69.172,Russia,Moscow,Success,Laptop,0
U114,2025-01-21 16:31,2025-01-21 18:26,16.174.157.236,UK,London,Failed,Laptop,4
U116,2025-01-24 11:31,2025-01-24 13:49,186.27.39.129,China,Beijing,Failed,Laptop,6
U129,2025-01-31 18:09,2025-01-31 21:55,132.179.213.21,Nigeria,Lagos,Success,Laptop,0
U121,2025-01-19 07:40,2025-01-19 12:32,192.197.136.21,Nigeria,Lagos,Success,Laptop,1
U107,2025-01-03 21:42,2025-01-04 06:40,252.112.168.49,Thailand,Bangkok,Failed,Mobile,3
U108,2025-01-17 22:25,2025-01-18 01:45,150.184.204.39,India,Bangalore,Success,Laptop,2
U130,2025-01-12 10:00,2025-01-12 11:48,160.73.250.131,Germany,Berlin,Success,Mobile,0
U106,2025-01-03 00:35,2025-01-03 07:54,22.90.158.22,Russia,Moscow,Success,Laptop,0
U112,2025-01-15 09:34,2025-01-15 16:52,137.169.137.185,Germany,Berlin,Failed,Laptop,5
U126,2025-01-10 22:07,2025-01-11 00:22,159.244.3.129,Russia,Moscow,Failed,Laptop,4
U120,2025-01-28 22:28,2025-01-29 07:14,33.51.209.194,Thailand,Bangkok,Success,Mobile,0
U123,2025-01-16 13:41,2025-01-16 15:10,176.176.6.90,UK,London,Failed,Laptop,3
U126,2025-01-25 06:29,2025-01-25 13:08,233.161.13.138,India,Hyderabad,Success,Laptop,1
U110,2025-01-12 02:36,2025-01-12 07:07,238.231.151.149,Russia,Moscow,Failed,Mobile,5
U108,2025-01-19 12:04,2025-01-19 17:21,247.219.73.138,India,Bangalore,Success,Laptop,1
U101,2025-01-23 07:31,2025-01-23 14:09,214.223.43.242,Russia,Moscow,Success,Laptop,2
U130,2025-01-25 02:22,2025-01-25 10:09,217.228.126.191,Germany,Berlin,Success,Mobile,1
U129,2025-01-28 19:51,2025-01-29 04:47,101.43.160.145,USA,New York,Success,Laptop,1
U103,2025-01-12 07:40,2025-01-12 10:17,92.53.197.101,Thailand,Bangkok,Success,Mobile,0
U109,2025-01-07 01:46,2025-01-07 10:04,213.124.126.167,Nigeria,Lagos,Success,Mobile,2
U118,2025-01-26 23:30,2025-01-27 01:53,236.118.215.70,USA,Texas,Success,Laptop,0
U107,2025-01-01 18:35,2025-01-01 23:12,162.251.228.197,Germany,Berlin,Failed,Laptop,3
U111,2025-01-29 08:43,2025-01-29 10:13,208.237.238.139,Russia,Moscow,Failed,Laptop,6
U101,2025-01-16 22:44,2025-01-16 22:56,46.20.249.58,Nigeria,Lagos,Success,Mobile,1
U118,2025-01-10 01:02,2025-01-10 06:10,87.75.159.64,UK,London,Failed,Mobile,5
U103,2025-01-02 19:32,2025-01-02 22:09,210.196.178.66,China,Beijing,Failed,Laptop,6
U116,2025-01-08 14:09,2025-01-08 15:57,212.217.19.89,Nigeria,Lagos,Success,Laptop,2
U121,2025-01-14 12:53,2025-01-14 15:56,61.161.242.40,Germany,Berlin,Success,Laptop,1
U108,2025-01-03 02:33,2025-01-03 07:35,57.100.203.179,Germany,Berlin,Success,Laptop,2
U122,2025-01-16 17:19,2025-01-16 19:53,142.89.77.30,Nigeria,Lagos,Success,Laptop,1
U112,2025-01-02 07:39,2025-01-02 11:12,150.72.207.60,India,Pune,Failed,Mobile,6
U128,2025-01-27 23:45,2025-01-28 08:32,154.152.204.118,USA,Texas,Failed,Mobile,6
U116,2025-01-20 08:34,2025-01-20 14:32,62.7.135.241,UK,London,Failed,Mobile,3
U101,2025-01-20 02:58,2025-01-20 03:15,25.133.223.136,India,Chennai,Failed,Laptop,5
U123,2025-01-22 10:45,2025-01-22 15:21,78.207.202.37,China,Beijing,Failed,Laptop,6
U115,2025-01-14 04:20,2025-01-14 10:16,47.27.166.136,India,Pune,Failed,Mobile,3
U111,2025-01-23 11:13,2025-01-23 15:24,141.119.27.44,Nigeria,Lagos,Failed,Laptop,3
U129,2025-01-30 08:32,2025-01-30 16:12,251.192.81.93,UK,London,Success,Laptop,1
U114,2025-01-04 21:36,2025-01-05 06:34,69.138.182.210,Germany,Berlin,Success,Mobile,0
U115,2025-01-15 09:27,2025-01-15 16:24,103.31.177.249,USA,New York,Failed,Mobile,4
U130,2025-01-07 11:23,2025-01-07 15:10,147.157.187.197,China,Beijing,Failed,Mobile,4
U110,2025-01-11 13:43,2025-01-11 18:15,61.196.40.15,Thailand,Bangkok,Failed,Laptop,4
U115,2025-01-12 11:19,2025-01-12 18:40,251.143.148.214,Germany,Berlin,Failed,Mobile,6
U120,2025-01-23 21:58,2025-01-24 00:45,227.27.215.242,Nigeria,Lagos,Success,Mobile,0
U125,2025-01-12 02:33,2025-01-12 12:09,186.40.215.235,UK,London,Failed,Mobile,4
U106,2025-01-27 02:26,2025-01-27 09:02,93.199.49.16,India,Chennai,Failed,Laptop,4
U130,2025-01-23 11:39,2025-01-23 17:17,127.148.32.128,Thailand,Bangkok,Success,Mobile,1
U129,2025-01-16 17:31,2025-01-16 21:40,192.41.249.116,Thailand,Bangkok,Failed,Laptop,3
U123,2025-01-02 08:22,2025-01-02 12:24,154.198.135.23,Thailand,Bangkok,Failed,Laptop,3
U121,2025-01-29 10:00,2025-01-29 19:30,254.197.99.14,India,Chennai,Failed,Mobile,3
U128,2025-01-13 17:17,2025-01-13 20:13,96.166.190.120,Germany,Berlin,Failed,Laptop,5
U116,2025-01-09 09:37,2025-01-09 11:59,60.52.9.47,China,Beijing,Failed,Laptop,6
U116,2025-01-13 01:25,2025-01-13 07:38,190.69.59.138,India,Bangalore,Success,Laptop,2
U123,2025-01-05 22:58,2025-01-06 06:13,177.116.222.245,China,Beijing,Success,Mobile,0
U112,2025-01-22 09:10,2025-01-22 12:17,234.211.199.130,Nigeria,Lagos,Success,Laptop,2
U112,2025-01-08 06:43,2025-01-08 14:35,121.118.246.226,Thailand,Bangkok,Success,Mobile,2
U113,2025-01-22 00:15,2025-01-22 01:04,74.149.51.108,China,Beijing,Failed,Mobile,4
U109,2025-01-14 10:56,2025-01-14 12:52,50.16.62.122,Thailand,Bangkok,Failed,Laptop,4
U124,2025-01-05 15:55,2025-01-05 20:33,127.211.219.119,China,Beijing,Success,Mobile,0
U129,2025-01-15 07:33,2025-01-15 16:37,249.133.139.191,Nigeria,Lagos,Success,Mobile,0
U125,2025-01-29 01:35,2025-01-29 10:32,171.179.0.5,USA,Texas,Success,Mobile,0
U101,2025-01-26 07:24,2025-01-26 12:03,103.230.202.102,Thailand,Bangkok,Failed,Laptop,6
U124,2025-01-17 03:49,2025-01-17 04:07,236.136.12.137,UK,London,Failed,Mobile,5
U114,2025-01-20 13:57,2025-01-20 17:31,45.95.113.255,China,Beijing,Success,Mobile,0
U110,2025-01-05 03:32,2025-01-05 04:08,93.106.239.119,UK,London,Failed,Mobile,3
U118,2025-01-31 03:35,2025-01-31 08:46,167.52.62.206,Russia,Moscow,Failed,Laptop,3
U111,2025-01-07 19:03,2025-01-07 21:41,251.85.216.146,UK,London,Success,Laptop,2
U107,2025-01-27 23:50,2025-01-28 01:05,95.245.228.170,Germany,Berlin,Success,Laptop,0
U111,2025-01-27 10:19,2025-01-27 14:44,232.94.36.111,Germany,Berlin,Failed,Mobile,3
U127,2025-01-23 20:40,2025-01-23 22:47,80.33.101.54,UK,London,Success,Laptop,1
U112,2025-01-22 07:40,2025-01-22 13:27,61.242.51.86,Russia,Moscow,Failed,Laptop,4
U129,2025-01-08 14:26,2025-01-08 23:27,32.66.177.157,USA,New York,Failed,Laptop,5
U103,2025-01-12 18:12,2025-01-13 02:13,125.200.130.215,UK,London,Success,Mobile,1
U123,2025-01-25 15:23,2025-01-25 17:48,176.187.143.99,UK,London,Success,Mobile,0
U120,2025-01-16 21:25,2025-01-17 01:04,162.183.222.3,UK,London,Success,Laptop,2
U130,2025-01-09 19:50,2025-01-10 01:49,155.100.204.20,China,Beijing,Success,Laptop,2
U123,2025-01-09 17:13,2025-01-09 20:55,55.167.115.137,Russia,Moscow,Failed,Mobile,6
U129,2025-01-26 01:09,2025-01-26 05:25,235.50.65.107,USA,Texas,Success,Mobile,2
U127,2025-01-10 02:00,2025-01-10 10:12,212.38.97.231,USA,New York,Failed,Mobile,6
U120,2025-01-05 05:25,2025-01-05 12:40,136.189.236.207,India,Hyderabad,Failed,Mobile,3
U102,2025-01-04 16:45,2025-01-04 22:17,133.196.161.62,USA,Texas,Success,Laptop,0
U122,2025-01-04 13:56,2025-01-04 23:41,25.167.84.147,Nigeria,Lagos,Success,Laptop,1
U111,2025-01-29 11:58,2025-01-29 18:32,143.159.230.154,USA,New York,Success,Mobile,2
U113,2025-01-21 19:10,2025-01-21 21:58,246.74.216.168,Russia,Moscow,Success,Mobile,1
U115,2025-01-24 06:18,2025-01-24 14:35,225.208.161.85,UK,London,Success,Mobile,1
U101,2025-01-03 06:54,2025-01-03 13:20,211.57.31.240,USA,New York,Failed,Laptop,4
U114,2025-01-09 13:50,2025-01-09 23:09,197.161.200.206,Germany,Berlin,Success,Mobile,1
U123,2025-01-18 21:22,2025-01-19 05:25,141.24.21.101,UK,London,Success,Laptop,2
U118,2025-01-03 12:18,2025-01-03 15:09,132.233.104.188,Thailand,Bangkok,Success,Mobile,0
U121,2025-01-09 08:12,2025-01-09 08:36,24.156.132.168,UK,London,Success,Laptop,2
U128,2025-01-09 02:06,2025-01-09 06:20,197.73.47.189,USA,New York,Success,Mobile,1
U115,2025-01-01 23:38,2025-01-02 00:59,101.41.189.45,China,Beijing,Failed,Laptop,5
U118,2025-01-08 16:50,2025-01-08 19:13,230.64.142.211,UK,London,Success,Mobile,2
U103,2025-01-20 06:54,2025-01-20 10:56,50.42.205.95,USA,Texas,Success,Laptop,2
U128,2025-01-26 23:51,2025-01-27 08:53,127.168.152.72,Nigeria,Lagos,Success,Mobile,2
U107,2025-01-01 22:40,2025-01-02 08:22,52.184.115.38,Germany,Berlin,Success,Laptop,0
U106,2025-01-11 00:38,2025-01-11 01:04,203.121.23.51,USA,Texas,Failed,Mobile,3
U112,2025-01-25 06:23,2025-01-25 13:49,227.127.84.142,China,Beijing,Failed,Mobile,6
U113,2025-01-20 19:08,2025-01-20 22:10,255.164.217.60,India,Hyderabad,Failed,Mobile,6
U126,2025-01-10 19:37,2025-01-10 23:07,158.101.5.49,Germany,Berlin,Failed,Mobile,3
U118,2025-01-30 06:30,2025-01-30 09:42,231.21.25.10,UK,London,Success,Laptop,2
U130,2025-01-24 14:19,2025-01-24 20:26,153.189.181.191,China,Beijing,Success,Mobile,0
U122,2025-01-07 23:18,2025-01-07 23:44,128.55.240.10,Russia,Moscow,Success,Laptop,1
U109,2025-01-29 05:39,2025-01-29 07:04,22.56.146.93,Thailand,Bangkok,Success,Mobile,1
U115,2025-01-22 08:22,2025-01-22 10:37,174.154.183.152,USA,Texas,Success,Mobile,2
U120,2025-01-18 00:20,2025-01-18 07:15,49.102.43.12,Germany,Berlin,Success,Laptop,2
U127,2025-01-30 20:02,2025-01-30 23:10,247.34.139.190,Thailand,Bangkok,Failed,Laptop,3
U127,2025-01-17 08:52,2025-01-17 15:39,249.140.125.14,Thailand,Bangkok,Success,Mobile,0
U112,2025-01-17 17:13,2025-01-17 21:55,200.100.31.159,India,Pune,Success,Mobile,2
U112,2025-01-31 12:57,2025-01-31 14:46,200.61.137.234,China,Beijing,Success,Mobile,2
U106,2025-01-24 05:11,2025-01-24 11:49,154.31.82.202,India,Pune,Success,Mobile,0
U105,2025-01-07 23:24,2025-01-08 01:30,135.207.72.98,USA,Texas,Failed,Laptop,4
U118,2025-01-11 17:10,2025-01-11 17:38,114.18.58.241,China,Beijing,Failed,Laptop,4
U118,2025-01-15 03:41,2025-01-15 09:50,174.110.26.76,Russia,Moscow,Success,Mobile,0
U122,2025-01-06 15:00,2025-01-06 18:34,227.72.203.62,Germany,Berlin,Success,Laptop,2
U127,2025-01-21 11:06,2025-01-21 11:40,125.55.119.184,Russia,Moscow,Success,Mobile,1
U124,2025-01-10 16:26,2025-01-10 23:15,55.114.252.162,UK,London,Success,Laptop,0
U129,2025-01-16 22:43,2025-01-17 04:40,59.205.7.238,China,Beijing,Failed,Mobile,3
U130,2025-01-18 08:28,2025-01-18 11:06,64.220.253.244,China,Beijing,Success,Mobile,2
U129,2025-01-15 15:34,2025-01-15 20:14,235.222.151.218,UK,London,Success,Laptop,2
U102,2025-01-30 18:51,2025-01-30 22:04,70.101.195.90,UK,London,Success,Mobile,1
U112,2025-01-05 15:08,2025-01-05 23:38,148.163.207.95,China,Beijing,Success,Mobile,0
U129,2025-01-03 22:54,2025-01-04 02:16,220.225.175.178,USA,New York,Success,Laptop,0
U113,2025-01-01 03:54,2025-01-01 04:31,145.28.121.79,Russia,Moscow,Success,Mobile,2
U128,2025-01-07 17:13,2025-01-07 20:11,103.233.23.161,China,Beijing,Failed,Laptop,5
U103,2025-01-11 04:24,2025-01-11 06:42,45.24.240.42,USA,New York,Failed,Mobile,4
U103,2025-01-24 15:25,2025-01-24 21:28,82.42.121.251,Germany,Berlin,Success,Mobile,2
U114,2025-01-29 19:16,2025-01-29 23:44,178.69.121.113,UK,London,Success,Mobile,1
U107,2025-01-30 01:40,2025-01-30 04:14,124.132.172.160,Nigeria,Lagos,Success,Laptop,1
U108,2025-01-25 23:39,2025-01-25 23:58,70.250.115.92,USA,New York,Failed,Laptop,4
U104,2025-01-09 05:15,2025-01-09 10:04,186.149.41.202,India,Chennai,Failed,Laptop,5
U128,2025-01-01 21:30,2025-01-01 23:33,243.162.190.133,UK,London,Failed,Laptop,6
U123,2025-01-16 13:05,2025-01-16 19:43,19.220.86.111,Thailand,Bangkok,Success,Mobile,0
U107,2025-01-26 23:09,2025-01-27 01:21,70.31.31.82,UK,London,Success,Mobile,0
U105,2025-01-13 17:27,2025-01-14 01:12,131.59.83.140,Germany,Berlin,Success,Laptop,0
U110,2025-01-16 02:54,2025-01-16 10:44,248.110.105.198,Russia,Moscow,Success,Mobile,0
U130,2025-01-20 21:12,2025-01-21 06:47,195.222.170.86,India,Pune,Failed,Laptop,5
U115,2025-01-30 22:32,2025-01-31 05:10,197.25.132.180,China,Beijing,Success,Laptop,0
U130,2025-01-01 22:23,2025-01-02 03:31,25.43.90.87,Thailand,Bangkok,Failed,Mobile,5
U118,2025-01-11 12:00,2025-01-11 14:20,146.115.198.63,Russia,Moscow,Success,Mobile,0
U123,2025-01-14 19:36,2025-01-14 21:57,101.90.209.56,Russia,Moscow,Failed,Laptop,4
U104,2025-01-27 06:07,2025-01-27 09:02,241.88.221.231,UK,London,Failed,Mobile,6
U109,2025-01-06 22:45,2025-01-07 07:44,133.218.72.248,Nigeria,Lagos,Success,Laptop,0
U115,2025-01-09 21:28,2025-01-10 05:42,124.186.87.166,China,Beijing,Failed,Laptop,5
U129,2025-01-24 14:37,2025-01-24 16:49,67.134.241.171,Nigeria,Lagos,Failed,Mobile,4
U115,2025-01-19 06:22,2025-01-19 14:50,192.0.110.50,Nigeria,Lagos,Success,Mobile,0
U125,2025-01-30 14:45,2025-01-30 18:39,206.117.223.20,Nigeria,Lagos,Success,Laptop,0
U127,2025-01-15 08:13,2025-01-15 12:17,61.7.189.34,Nigeria,Lagos,Success,Laptop,1
U105,2025-01-26 15:59,2025-01-26 16:13,142.62.201.159,Nigeria,Lagos,Success,Mobile,1
U110,2025-01-19 06:13,2025-01-19 10:10,189.128.125.239,USA,Texas,Failed,Laptop,5
U118,2025-01-19 13:27,2025-01-19 23:13,74.248.69.133,UK,London,Success,Mobile,1
U130,2025-01-25 23:40,2025-01-26 02:37,108.42.149.232,Russia,Moscow,Success,Laptop,1
U130,2025-01-02 13:00,2025-01-02 19:30,149.228.200.104,China,Beijing,Success,Laptop,0
U128,2025-01-18 00:11,2025-01-18 09:04,189.238.132.138,China,Beijing,Success,Laptop,0
U129,2025-01-12 09:35,2025-01-12 19:34,209.92.19.110,China,Beijing,Failed,Mobile,5
U128,2025-01-19 19:52,2025-01-20 04:48,190.31.225.239,USA,Texas,Failed,Laptop,6
U121,2025-01-29 16:12,2025-01-29 18:40,117.137.117.165,Nigeria,Lagos,Success,Mobile,0
U114,2025-01-20 22:26,2025-01-21 02:05,33.73.120.97,China,Beijing,Success,Laptop,0
U115,2025-01-03 07:50,2025-01-03 12:17,83.145.13.202,Russia,Moscow,Failed,Mobile,3
U123,2025-01-19 14:04,2025-01-19 18:34,179.189.151.83,Russia,Moscow,Success,Laptop,1
U106,2025-01-02 04:50,2025-01-02 08:45,74.37.3.203,Russia,Moscow,Failed,Mobile,6
U129,2025-01-13 01:13,2025-01-13 06:20,114.8.140.135,India,Chennai,Success,Laptop,2
U104,2025-01-16 14:58,2025-01-16 17:53,76.72.136.155,UK,London,Success,Laptop,1
U102,2025-01-04 11:23,2025-01-04 19:33,51.250.41.103,India,Bangalore,Failed,Laptop,6
U103,2025-01-18 19:43,2025-01-19 05:19,125.123.254.111,Germany,Berlin,Failed,Laptop,6
U115,2025-01-07 18:01,2025-01-08 03:26,18.91.86.243,USA,New York,Failed,Mobile,5
U121,2025-01-25 01:29,2025-01-25 01:52,82.184.85.131,Germany,Berlin,Success,Laptop,2
U117,2025-01-16 15:41,2025-01-16 18:10,50.34.79.198,Russia,Moscow,Success,Laptop,1
U127,2025-01-22 20:30,2025-01-23 05:51,147.147.226.182,UK,London,Failed,Laptop,6
U128,2025-01-24 12:45,2025-01-24 19:03,70.252.198.206,China,Beijing,Failed,Laptop,3
U117,2025-01-05 15:38,2025-01-05 19:20,185.134.159.125,USA,Texas,Failed,Mobile,5
U113,2025-01-31 02:23,2025-01-31 03:37,109.100.240.28,UK,London,Success,Laptop,0
U122,2025-01-04 06:39,2025-01-04 07:50,167.198.179.148,India,Hyderabad,Failed,Mobile,6
U101,2025-01-03 15:20,2025-01-03 19:28,206.88.252.44,UK,London,Failed,Mobile,3
U102,2025-01-19 02:50,2025-01-19 03:53,25.29.135.150,USA,New York,Failed,Laptop,6
U110,2025-01-21 21:20,2025-01-21 22:49,29.140.10.252,Thailand,Bangkok,Failed,Mobile,4
U116,2025-01-17 12:48,2025-01-17 20:52,97.77.137.113,Germany,Berlin,Failed,Mobile,6
U120,2025-01-03 09:09,2025-01-03 09:18,238.108.148.73,Nigeria,Lagos,Success,Laptop,2
U125,2025-01-19 19:54,2025-01-20 03:58,85.61.42.173,UK,London,Failed,Mobile,6
U125,2025-01-29 09:10,2025-01-29 11:11,78.48.201.192,Germany,Berlin,Failed,Mobile,3
U107,2025-01-15 23:20,2025-01-16 07:46,197.26.66.233,Germany,Berlin,Failed,Mobile,3
U102,2025-01-10 01:15,2025-01-10 04:15,213.190.45.160,USA,New York,Success,Mobile,2
U129,2025-01-03 11:06,2025-01-03 15:27,217.121.141.235,Russia,Moscow,Failed,Laptop,6
U123,2025-01-13 23:47,2025-01-14 09:23,123.252.111.201,Nigeria,Lagos,Success,Laptop,2
U109,2025-01-08 05:53,2025-01-08 06:54,125.159.191.183,USA,New York,Success,Mobile,0
U129,2025-01-13 03:32,2025-01-13 11:17,234.229.180.106,UK,London,Failed,Mobile,3
U117,2025-01-25 03:02,2025-01-25 12:44,145.226.221.13,UK,London,Success,Laptop,2
U111,2025-01-28 00:06,2025-01-28 00:33,24.88.48.190,China,Beijing,Success,Mobile,0
U118,2025-01-14 04:32,2025-01-14 11:06,14.79.219.41,Thailand,Bangkok,Failed,Mobile,5
U109,2025-01-31 05:55,2025-01-31 10:38,91.70.18.192,USA,Texas,Success,Laptop,0
U119,2025-01-14 15:30,2025-01-14 23:15,124.243.76.188,Germany,Berlin,Success,Mobile,0
U129,2025-01-09 00:03,2025-01-09 08:07,181.76.57.36,Nigeria,Lagos,Success,Laptop,1
U122,2025-01-25 05:37,2025-01-25 05:47,46.65.244.191,Russia,Moscow,Success,Mobile,1
U102,2025-01-21 11:20,2025-01-21 17:19,108.244.233.184,Thailand,Bangkok,Failed,Laptop,4
U111,2025-01-28 21:46,2025-01-29 06:53,45.177.189.127,China,Beijing,Failed,Mobile,3
U122,2025-01-24 13:18,2025-01-24 13:54,54.131.242.10,India,Bangalore,Success,Mobile,0
U120,2025-01-07 10:43,2025-01-07 19:09,103.143.34.84,Russia,Moscow,Success,Laptop,0
U122,2025-01-15 16:05,2025-01-15 20:22,216.31.245.170,Germany,Berlin,Failed,Mobile,4
U105,2025-01-07 16:22,2025-01-08 00:56,111.205.120.61,Nigeria,Lagos,Success,Mobile,0
U103,2025-01-20 00:35,2025-01-20 01:27,119.114.204.217,China,Beijing,Success,Mobile,0
U114,2025-01-10 21:59,2025-01-10 23:12,13.104.231.127,Nigeria,Lagos,Failed,Mobile,6
U116,2025-01-23 22:45,2025-01-23 23:16,89.251.23.66,USA,New York,Failed,Laptop,5
U114,2025-01-29 11:53,2025-01-29 15:42,29.197.200.71,China,Beijing,Success,Laptop,0
U120,2025-01-07 18:26,2025-01-07 18:56,221.6.232.114,UK,London,Success,Mobile,0
U104,2025-01-21 19:43,2025-01-22 00:09,186.216.220.223,Thailand,Bangkok,Failed,Laptop,5
U102,2025-01-25 05:37,2025-01-25 05:46,240.80.214.136,India,Pune,Success,Laptop,2
U110,2025-01-07 01:34,2025-01-07 02:13,12.94.214.251,Russia,Moscow,Success,Laptop,0
U123,2025-01-10 05:31,2025-01-10 14:10,148.182.156.16,China,Beijing,Success,Mobile,0
U107,2025-01-21 12:40,2025-01-21 17:28,58.99.38.184,Thailand,Bangkok,Failed,Laptop,5
U130,2025-01-01 02:39,2025-01-01 03:28,203.221.51.42,Thailand,Bangkok,Failed,Laptop,6
U104,2025-01-04 21:17,2025-01-05 04:54,143.0.104.243,UK,London,Success,Laptop,0
U107,2025-01-14 11:18,2025-01-14 16:13,182.43.232.102,Germany,Berlin,Failed,Laptop,3
U130,2025-01-21 16:40,2025-01-21 18:33,241.19.59.0,Thailand,Bangkok,Failed,Laptop,5
U115,2025-01-19 16:01,2025-01-19 16:56,214.41.1.67,China,Beijing,Success,Mobile,1
U119,2025-01-31 18:51,2025-01-31 22:33,133.247.96.158,Germany,Berlin,Success,Laptop,0
U114,2025-01-07 22:19,2025-01-08 07:29,34.251.210.96,UK,London,Failed,Mobile,3
U111,2025-01-20 15:49,2025-01-20 19:11,214.237.106.9,Russia,Moscow,Success,Laptop,2
U114,2025-01-29 09:32,2025-01-29 17:26,162.30.135.242,Nigeria,Lagos,Success,Mobile,0
U103,2025-01-26 07:13,2025-01-26 15:05,95.189.161.36,UK,London,Success,Mobile,0
U112,2025-01-24 10:06,2025-01-24 12:51,24.87.8.101,UK,London,Failed,Laptop,5
U123,2025-01-29 12:05,2025-01-29 21:44,165.235.114.111,China,Beijing,Success,Laptop,0
U103,2025-01-02 15:20,2025-01-02 20:21,176.190.224.196,Nigeria,Lagos,Success,Laptop,2
U102,2025-01-24 09:56,2025-01-24 11:33,62.135.224.242,UK,London,Failed,Laptop,6
U113,2025-01-04 07:39,2025-01-04 07:57,31.158.89.108,UK,London,Failed,Mobile,3
